code,type,name,elevation_ft,continent,iso_country,municipality
HKJK,large_airport,Jomo Kenyatta International Airport,5330,AF,KE,Nairobi
HKKI,medium_airport,Kisumu Airport,3734,AF,KE,Kisumu
HKKT,medium_airport,Kitale Airport,6070,AF,KE,Kitale
HKLK,medium_airport,Lokichoggio Airport,2074,AF,KE,Lokichoggio
HKLO,medium_airport,Lodwar Airport,1715,AF,KE,Lodwar
HKLU,medium_airport,Manda Airstrip,20,AF,KE,Lamu
HKML,medium_airport,Malindi Airport,80,AF,KE,Malindi
HKMO,large_airport,Mombasa Moi International Airport,200,AF,KE,Mombasa
HKMS,medium_airport,Mara Serena Lodge Airstrip,5200,AF,KE,Masai Mara
HKNW,medium_airport,Nairobi Wilson Airport,5536,AF,KE,Nairobi
HKNY,medium_airport,Nanyuki Airport,6250,AF,KE,Nanyuki
HKRE,medium_airport,Moi Air Base,5336,AF,KE,Nairobi
HKWJ,medium_airport,Wajir Airport,770,AF,KE,Wajir
HL56,medium_airport,Matan al-Sarra Air Base,1722,AF,LY,
HL68,medium_airport,Al Bumbah North Air Base,33,AF,LY,
HL77,medium_airport,Okba Ibn Nafa Air Base,253,AF,LY,
HLGD,medium_airport,Gardabya Airport,267,AF,LY,Sirt
HLGT,medium_airport,Ghat Airport,2296,AF,LY,Ghat
HLKF,medium_airport,Kufra Airport,1367,AF,LY,Kufra
HLLB,medium_airport,Benina International Airport,433,AF,LY,Benghazi
HLLM,medium_airport,Mitiga Airport,36,AF,LY,Tripoli
HLLQ,medium_airport,La Abraq Airport,2157,AF,LY,Al Bayda'
HLLS,medium_airport,Sabha Airport,1427,AF,LY,Sabha
HLLT,large_airport,Tripoli International Airport,263,AF,LY,Tripoli
HLMB,medium_airport,Marsa Brega Airport,50,AF,LY,
HLTD,medium_airport,Ghadames East Airport,1122,AF,LY,Ghadames
HRYG,medium_airport,Gisenyi Airport,5082,AF,RW,Gisenyi
HRYR,large_airport,Kigali International Airport,4859,AF,RW,Kigali
HRZA,medium_airport,Kamembe Airport,5192,AF,RW,Kamembe
HSDN,medium_airport,Dongola Airport,772,AF,SD,Dongola
HSFA,medium_airport,"Paloich Airport, Heliport",1290,AF,SS,Higleig
HSFS,medium_airport,El Fasher Airport,2393,AF,SD,El Fasher
HSKA,medium_airport,Kassala Airport,1671,AF,SD,Kassala
HSMN,medium_airport,Merowe New Airport,897,AF,SD,Merowe
HSOB,medium_airport,El Obeid Airport,1927,AF,SD,Al-Ubayyid
HSPN,medium_airport,Port Sudan New International Airport,135,AF,SD,Port Sudan
HSSJ,large_airport,Juba International Airport,1513,AF,SS,Juba
HSSM,medium_airport,Malakal Airport,1291,AF,SS,Malakal
HSSS,large_airport,Khartoum International Airport,1265,AF,SD,Khartoum
HSWW,medium_airport,Wau Airport,1529,AF,SS,Wau
HTAR,medium_airport,Arusha Airport,4550,AF,TZ,Arusha
HTDA,large_airport,Julius Nyerere International Airport,182,AF,TZ,Dar es Salaam
HTDO,medium_airport,Dodoma Airport,3673,AF,TZ,Dodoma
HTGW,medium_airport,Songwe Airport,4412,AF,TZ,Mbeya
HTIR,medium_airport,Iringa Airport,4678,AF,TZ,Nduli
HTKJ,medium_airport,Kilimanjaro International Airport,2932,AF,TZ,Arusha
HTLM,medium_airport,Lake Manyara Airport,4150,AF,TZ,Lake Manyara National Park
HTMT,medium_airport,Mtwara Airport,371,AF,TZ,Mtwara
HTMW,medium_airport,Mwanza Airport,3763,AF,TZ,Mwanza
HTPE,medium_airport,Pemba Airport,80,AF,TZ,Chake
HTTG,medium_airport,Tanga Airport,129,AF,TZ,Tanga
HTZA,large_airport,Abeid Amani Karume International Airport,54,AF,TZ,Zanzibar
HU-0002,medium_airport,Kalocsa/FoktÅ Airport,284,EU,HU,Kalocsa/FoktÅ
HUAR,medium_airport,Arua Airport,3951,AF,UG,Arua
HUEN,large_airport,Entebbe International Airport,3782,AF,UG,Kampala
HUGU,medium_airport,Gulu Airport,3510,AF,UG,Gulu
HUSO,medium_airport,Soroti Airport,3697,AF,UG,Soroti
IBL,medium_airport,Indigo Bay Lodge Airport,20,AF,MZ,Bazaruto Island
ID-0017,large_airport,Aji Pangeran Tumenggung Pranoto International Airport,73,AS,ID,Samarinda
ID-ZGP,medium_airport,Bilogai-Sugapa Airport,7348,AS,ID,Sugapa-Papua Island
IN-0011,medium_airport,Jakkur Aerodrome,3013,AS,IN,Bengaluru
IQ-0016,medium_airport,H1 New Air Base,,AS,IQ,
IQ-0017,medium_airport,H2 Air Base,,AS,IQ,
IQ-0018,medium_airport,H3 Air Base,,AS,IQ,
IQ-0020,medium_airport,H3 Northwest AFB,,AS,IQ,
IQ-0021,medium_airport,H3 Southwest Air Base,,AS,IQ,
IQ-0024,medium_airport,Jalibah Southeast Air Base,,AS,IQ,
IQ-0030,medium_airport,Kut Al Hayy East Air Base,,AS,IQ,
IQ-0034,medium_airport,Qalat Salih Air Base,,AS,IQ,
IQ-0039,medium_airport,Rasheed Air Base,,AS,IQ,
IQ-0040,medium_airport,Ruwayshid Air Base,,AS,IQ,
IQ-0042,medium_airport,Sahl Sinjar Air Base,,AS,IQ,
IQ-0044,medium_airport,Salum Air Base,,AS,IQ,
IQ-0045,medium_airport,Samarra East Air Base,,AS,IQ,
IQ-0051,medium_airport,Tal Ashtah New Air Base,611,AS,IQ,http://en.wikipedia.org/wiki/Tal_Ashtah_Air_Base
IQ-0054,medium_airport,Tuz Khurmatu Air Base,,AS,IQ,
IQ-0055,medium_airport,Wadi Al Khirr New Air Base,,AS,IQ,
ISG,medium_airport,New Ishigaki Airport,102,AS,JP,Ishigaki
JGD,medium_airport,Jiagedaqi Airport,1205,AS,CN,Jiagedaqi
JIQ,medium_airport,Qianjiang Wulingshan Airport,2075,AS,CN,Qianjiang
JJD,medium_airport,Comandante Ariston Pessoa Airport,89,SA,BR,Jijoca de Jericoacoara
K79J,medium_airport,South Alabama Regional At Bill Benton Field Airport,310,NA,US,Andalusia/Opp
KABE,medium_airport,Lehigh Valley International Airport,393,NA,US,Allentown
KABI,medium_airport,Abilene Regional Airport,1791,NA,US,Abilene
KABQ,large_airport,Albuquerque International Sunport,5355,NA,US,Albuquerque
KABR,medium_airport,Aberdeen Regional Airport,1302,NA,US,Aberdeen
KABY,medium_airport,Southwest Georgia Regional Airport,197,NA,US,Albany
KACK,medium_airport,Nantucket Memorial Airport,47,NA,US,Nantucket
KACT,medium_airport,Waco Regional Airport,516,NA,US,Waco
KACV,medium_airport,California Redwood Coast-Humboldt County Airport,221,NA,US,Arcata/Eureka
KACY,medium_airport,Atlantic City International Airport,75,NA,US,Atlantic City
KADW,large_airport,Joint Base Andrews,280,NA,US,Camp Springs
KAEX,medium_airport,Alexandria International Airport,89,NA,US,Alexandria
KAFW,large_airport,Fort Worth Alliance Airport,722,NA,US,Fort Worth
KAGC,medium_airport,Allegheny County Airport,1252,NA,US,Pittsburgh
KAGS,large_airport,Augusta Regional At Bush Field,144,NA,US,Augusta
KAHN,medium_airport,Athens Ben Epps Airport,808,NA,US,Athens
KAKR,medium_airport,Akron Fulton International Airport,1067,NA,US,Akron
KALB,medium_airport,Albany International Airport,285,NA,US,Albany
KALI,medium_airport,Alice International Airport,178,NA,US,Alice
KALM,medium_airport,Alamogordo White Sands Regional Airport,4200,NA,US,Alamogordo
KALN,medium_airport,St Louis Regional Airport,544,NA,US,Alton/St Louis
KALO,medium_airport,Waterloo Regional Airport,873,NA,US,Waterloo
KALS,medium_airport,San Luis Valley Regional Bergman Field,7539,NA,US,Alamosa
KALW,medium_airport,Walla Walla Regional Airport,1194,NA,US,Walla Walla
KAMA,large_airport,Rick Husband Amarillo International Airport,3607,NA,US,Amarillo
KANB,medium_airport,Anniston Regional Airport,612,NA,US,Anniston
KAND,medium_airport,Anderson Regional Airport,782,NA,US,Anderson
KAOO,medium_airport,Altoona Blair County Airport,1503,NA,US,Altoona
KAPA,medium_airport,Centennial Airport,5885,NA,US,Denver
KAPF,medium_airport,Naples Municipal Airport,8,NA,US,Naples
KAPG,medium_airport,Phillips Army Air Field,57,NA,US,Aberdeen Proving Grounds(Aberdeen)
KAPN,medium_airport,Alpena County Regional Airport,690,NA,US,Alpena
KARA,medium_airport,Acadiana Regional Airport,24,NA,US,New Iberia
KART,medium_airport,Watertown International Airport,325,NA,US,Watertown
KASE,medium_airport,Aspen-Pitkin Co/Sardy Field,7820,NA,US,Aspen
KAST,medium_airport,Astoria Regional Airport,15,NA,US,Astoria
KATL,large_airport,Hartsfield Jackson Atlanta International Airport,1026,NA,US,Atlanta
KATY,medium_airport,Watertown Regional Airport,1749,NA,US,Watertown
KAUG,medium_airport,Augusta State Airport,352,NA,US,Augusta
KAUS,large_airport,Austin Bergstrom International Airport,542,NA,US,Austin
KAUW,medium_airport,Wausau Downtown Airport,1201,NA,US,Wausau
KAVL,large_airport,Asheville Regional Airport,2165,NA,US,Asheville
KAVP,medium_airport,Wilkes Barre Scranton International Airport,962,NA,US,Wilkes-Barre/Scranton
KAXN,medium_airport,Chandler Field,1425,NA,US,Alexandria
KAZO,medium_airport,Kalamazoo Battle Creek International Airport,874,NA,US,Kalamazoo
KBAB,large_airport,Beale Air Force Base,113,NA,US,Marysville
KBAD,large_airport,Barksdale Air Force Base,166,NA,US,Bossier City
KBAF,medium_airport,Westfield-Barnes Regional Airport,271,NA,US,Westfield/Springfield
KBAK,medium_airport,Columbus Municipal Airport,656,NA,US,Columbus
KBBD,medium_airport,Curtis Field,1827,NA,US,Brady
KBCE,medium_airport,Bryce Canyon Airport,7590,NA,US,Bryce Canyon
KBDE,medium_airport,Baudette International Airport,1086,NA,US,Baudette
KBDL,large_airport,Bradley International Airport,173,NA,US,Hartford
KBDR,medium_airport,Igor I Sikorsky Memorial Airport,9,NA,US,Bridgeport
KBED,medium_airport,Laurence G Hanscom Field,133,NA,US,Bedford
KBFD,medium_airport,Bradford Regional Airport,2143,NA,US,Bradford
KBFF,medium_airport,Western Neb. Rgnl/William B. Heilig Airport,3967,NA,US,Scottsbluff
KBFI,large_airport,Boeing Field King County International Airport,21,NA,US,Seattle
KBFL,medium_airport,Meadows Field,510,NA,US,Bakersfield
KBFM,medium_airport,Mobile Downtown Airport,26,NA,US,Mobile
KBGM,medium_airport,Greater Binghamton/Edwin A Link field,1636,NA,US,Binghamton
KBGR,large_airport,Bangor International Airport,192,NA,US,Bangor
KBHB,medium_airport,Hancock County-Bar Harbor Airport,83,NA,US,Bar Harbor
KBHM,large_airport,Birmingham-Shuttlesworth International Airport,650,NA,US,Birmingham
KBIF,medium_airport,Biggs Army Air Field (Fort Bliss),3946,NA,US,Fort Bliss/El Paso
KBIH,medium_airport,Eastern Sierra Regional Airport,4124,NA,US,Bishop
KBIL,large_airport,Billings Logan International Airport,3652,NA,US,Billings
KBIS,medium_airport,Bismarck Municipal Airport,1661,NA,US,Bismarck
KBIX,medium_airport,Keesler Air Force Base,33,NA,US,Biloxi
KBJC,medium_airport,Rocky Mountain Metropolitan Airport,5673,NA,US,Denver
KBJI,medium_airport,Bemidji Regional Airport,1391,NA,US,Bemidji
KBKE,medium_airport,Baker City Municipal Airport,3373,NA,US,Baker City
KBKF,medium_airport,Buckley Air Force Base,5662,NA,US,Aurora
KBKL,medium_airport,Burke Lakefront Airport,583,NA,US,Cleveland
KBKW,medium_airport,Raleigh County Memorial Airport,2504,NA,US,Beckley
KBLF,medium_airport,Mercer County Airport,2857,NA,US,Bluefield
KBLH,medium_airport,Blythe Airport,399,NA,US,Blythe
KBLI,medium_airport,Bellingham International Airport,170,NA,US,Bellingham
KBLV,large_airport,Scott AFB/Midamerica Airport,459,NA,US,Belleville
KBMG,medium_airport,Monroe County Airport,846,NA,US,Bloomington
KBMI,large_airport,Central Illinois Regional Airport at Bloomington-Normal,871,NA,US,Bloomington/Normal
KBNA,large_airport,Nashville International Airport,599,NA,US,Nashville
KBNO,medium_airport,Burns Municipal Airport,4148,NA,US,Burns
KBOI,large_airport,Boise Air Terminal/Gowen Field,2871,NA,US,Boise
KBOS,large_airport,General Edward Lawrence Logan International Airport,20,NA,US,Boston
KBPI,medium_airport,Miley Memorial Field,6990,NA,US,Big Piney
KBPK,medium_airport,Ozark Regional Airport,928,NA,US,Mountain Home
KBPT,medium_airport,Southeast Texas Regional Airport,15,NA,US,Beaumont/Port Arthur
KBQK,medium_airport,Brunswick Golden Isles Airport,26,NA,US,Brunswick
KBRD,medium_airport,Brainerd Lakes Regional Airport,1232,NA,US,Brainerd
KBRL,medium_airport,Southeast Iowa Regional Airport,698,NA,US,Burlington
KBRO,medium_airport,Brownsville South Padre Island International Airport,22,NA,US,Brownsville
KBTL,medium_airport,W K Kellogg Airport,952,NA,US,Battle Creek
KBTM,medium_airport,Bert Mooney Airport,5550,NA,US,Butte
KBTR,medium_airport,Baton Rouge Metropolitan Airport,70,NA,US,Baton Rouge
KBTV,medium_airport,Burlington International Airport,335,NA,US,Burlington
KBUF,large_airport,Buffalo Niagara International Airport,728,NA,US,Buffalo
KBUR,medium_airport,Bob Hope Airport,778,NA,US,Burbank
KBVI,medium_airport,Beaver County Airport,1253,NA,US,Beaver Falls
KBVY,medium_airport,Beverly Municipal Airport,107,NA,US,Beverly
KBWG,medium_airport,Bowling Green Warren County Regional Airport,547,NA,US,Bowling Green
KBWI,large_airport,Baltimore/Washington International Thurgood Marshall Airport,146,NA,US,Baltimore
KBYH,medium_airport,Arkansas International Airport,254,NA,US,Blytheville
KBYI,medium_airport,Burley Municipal Airport,4150,NA,US,Burley
KBYS,medium_airport,Bicycle Lake Army Air Field,2350,NA,US,Fort Irwin/Barstow
KBZN,medium_airport,Gallatin Field,4473,NA,US,Bozeman
KCAE,large_airport,Columbia Metropolitan Airport,236,NA,US,Columbia
KCAK,medium_airport,Akron Canton Regional Airport,1228,NA,US,Akron
KCAR,medium_airport,Caribou Municipal Airport,626,NA,US,Caribou
KCBM,large_airport,Columbus Air Force Base,219,NA,US,Columbus
KCCY,medium_airport,Northeast Iowa Regional Airport,1125,NA,US,Charles City
KCDC,medium_airport,Cedar City Regional Airport,5622,NA,US,Cedar City
KCDR,medium_airport,Chadron Municipal Airport,3297,NA,US,Chadron
KCDS,medium_airport,Childress Municipal Airport,1954,NA,US,Childress
KCEC,medium_airport,Jack Mc Namara Field Airport,61,NA,US,Crescent City
KCEF,medium_airport,Westover ARB/Metropolitan Airport,241,NA,US,Springfield/Chicopee
KCEW,medium_airport,Bob Sikes Airport,213,NA,US,Crestview
KCGF,medium_airport,Cuyahoga County Airport,879,NA,US,Cleveland
KCGI,medium_airport,Cape Girardeau Regional Airport,342,NA,US,Cape Girardeau
KCHA,large_airport,Lovell Field,683,NA,US,Chattanooga
KCHO,medium_airport,Charlottesville Albemarle Airport,639,NA,US,Charlottesville
KCHS,large_airport,Charleston Air Force Base-International Airport,46,NA,US,Charleston
KCID,large_airport,The Eastern Iowa Airport,869,NA,US,Cedar Rapids
KCIU,medium_airport,Chippewa County International Airport,800,NA,US,Sault Ste Marie
KCKB,medium_airport,North Central West Virginia Airport,1217,NA,US,Clarksburg
KCLE,large_airport,Cleveland Hopkins International Airport,791,NA,US,Cleveland
KCLL,medium_airport,Easterwood Field,320,NA,US,College Station
KCLM,medium_airport,William R Fairchild International Airport,291,NA,US,Port Angeles
KCLT,large_airport,Charlotte Douglas International Airport,748,NA,US,Charlotte
KCMH,large_airport,John Glenn Columbus International Airport,815,NA,US,Columbus
KCMI,medium_airport,University of Illinois Willard Airport,755,NA,US,Champaign/Urbana
KCMX,medium_airport,Houghton County Memorial Airport,1095,NA,US,Hancock
KCNM,medium_airport,Cavern City Air Terminal,3295,NA,US,Carlsbad
KCNU,medium_airport,Chanute Martin Johnson Airport,1002,NA,US,Chanute
KCOD,medium_airport,Yellowstone Regional Airport,5102,NA,US,Cody
KCOE,medium_airport,Coeur D'Alene - Pappy Boyington Field,2320,NA,US,Coeur d'Alene
KCOF,medium_airport,Patrick Air Force Base,8,NA,US,Cocoa Beach
KCON,medium_airport,Concord Municipal Airport,342,NA,US,Concord
KCOS,large_airport,City of Colorado Springs Municipal Airport,6187,NA,US,Colorado Springs
KCOU,medium_airport,Columbia Regional Airport,889,NA,US,Columbia
KCPR,medium_airport,Casper-Natrona County International Airport,5350,NA,US,Casper
KCRE,medium_airport,Grand Strand Airport,32,NA,US,North Myrtle Beach
KCRG,medium_airport,Jacksonville Executive at Craig Airport,41,NA,US,Jacksonville
KCRP,large_airport,Corpus Christi International Airport,44,NA,US,Corpus Christi
KCRQ,medium_airport,Mc Clellan-Palomar Airport,331,NA,US,Carlsbad
KCRW,large_airport,Yeager Airport,981,NA,US,Charleston
KCSG,medium_airport,Columbus Metropolitan Airport,397,NA,US,Columbus
KCSV,medium_airport,Crossville Memorial Whitson Field,1881,NA,US,Crossville
KCTB,medium_airport,Cut Bank International Airport,3854,NA,US,Cut Bank
KCUB,medium_airport,Jim Hamilton L.B. Owens Airport,193,NA,US,Columbia
KCVG,large_airport,Cincinnati Northern Kentucky International Airport,896,NA,US,Cincinnati / Covington
KCVO,medium_airport,Corvallis Municipal Airport,250,NA,US,Corvallis
KCVS,large_airport,Cannon Air Force Base,4295,NA,US,Clovis
KCWA,medium_airport,Central Wisconsin Airport,1277,NA,US,Mosinee
KCXO,medium_airport,Conroe-North Houston Regional Airport,245,NA,US,Houston
KCYS,medium_airport,Cheyenne Regional Jerry Olson Field,6159,NA,US,Cheyenne
KCZ,medium_airport,Kochi Airport (é«ç¥ç©ºæ¸¯),29,AS,JP,Nankoku
KDAA,medium_airport,Davison Army Air Field,73,NA,US,Fort Belvoir
KDAB,large_airport,Daytona Beach International Airport,34,NA,US,Daytona Beach
KDAG,medium_airport,Barstow Daggett Airport,1930,NA,US,Daggett
KDAL,large_airport,Dallas Love Field,487,NA,US,Dallas
KDAN,medium_airport,Danville Regional Airport,571,NA,US,Danville
KDAY,large_airport,James M Cox Dayton International Airport,1009,NA,US,Dayton
KDBQ,large_airport,Dubuque Regional Airport,1077,NA,US,Dubuque
KDCA,large_airport,Ronald Reagan Washington National Airport,15,NA,US,Washington
KDDC,medium_airport,Dodge City Regional Airport,2594,NA,US,Dodge City
KDEC,medium_airport,Decatur Airport,682,NA,US,Decatur
KDEN,large_airport,Denver International Airport,5431,NA,US,Denver
KDET,medium_airport,Coleman A. Young Municipal Airport,626,NA,US,Detroit
KDFW,large_airport,Dallas Fort Worth International Airport,607,NA,US,Dallas-Fort Worth
KDHN,medium_airport,Dothan Regional Airport,401,NA,US,Dothan
KDHT,medium_airport,Dalhart Municipal Airport,3991,NA,US,Dalhart
KDIK,medium_airport,Dickinson Theodore Roosevelt Regional Airport,2592,NA,US,Dickinson
KDLF,large_airport,DLF Airport,1082,NA,US,Del Rio
KDLH,large_airport,Duluth International Airport,1428,NA,US,Duluth
KDLS,medium_airport,Columbia Gorge Regional the Dalles Municipal Airport,247,NA,US,The Dalles
KDMA,medium_airport,Davis Monthan Air Force Base,2704,NA,US,Tucson
KDMN,medium_airport,Deming Municipal Airport,4314,NA,US,Deming
KDNL,medium_airport,Daniel Field,423,NA,US,Augusta
KDOV,large_airport,Dover Air Force Base,24,NA,US,Dover
KDPA,medium_airport,Dupage Airport,759,NA,US,Chicago/West Chicago
KDRA,medium_airport,Desert Rock Airport,3314,NA,US,Mercury
KDRI,medium_airport,Beauregard Regional Airport,202,NA,US,De Ridder
KDRT,medium_airport,Del Rio International Airport,1002,NA,US,Del Rio
KDSM,large_airport,Des Moines International Airport,958,NA,US,Des Moines
KDTW,large_airport,Detroit Metropolitan Wayne County Airport,645,NA,US,Detroit
KDUG,medium_airport,Bisbee Douglas International Airport,4154,NA,US,Douglas Bisbee
KDUJ,medium_airport,DuBois Regional Airport,1817,NA,US,Dubois
KDYS,large_airport,Dyess Air Force Base,1789,NA,US,Abilene
KE-0075,medium_airport,Laikipia Air Base,,AF,KE,Nanyuki
KEAT,medium_airport,Pangborn Memorial Airport,1249,NA,US,Wenatchee
KEAU,medium_airport,Chippewa Valley Regional Airport,913,NA,US,Eau Claire
KECG,medium_airport,Elizabeth City Regional Airport & Coast Guard Air Station,12,NA,US,Elizabeth City
KECP,medium_airport,Northwest Florida Beaches International Airport,69,NA,US,Panama City Beach
KEDW,large_airport,Edwards Air Force Base,2312,NA,US,Edwards
KEED,medium_airport,Needles Airport,983,NA,US,Needles
KEEN,medium_airport,Dillant Hopkins Airport,488,NA,US,Keene
KEET,medium_airport,Shelby County Airport,586,NA,US,Alabaster
KEFD,medium_airport,Ellington Airport,32,NA,US,Houston
KEGE,medium_airport,Eagle County Regional Airport,6548,NA,US,Eagle
KEGI,medium_airport,Duke Field,191,NA,US,Crestview
KEKA,medium_airport,Murray Field,7,NA,US,Eureka
KEKN,medium_airport,Elkins-Randolph Co-Jennings Randolph Field,1987,NA,US,Elkins
KEKO,medium_airport,Elko Regional Airport,5140,NA,US,Elko
KELD,medium_airport,South Arkansas Regional At Goodwin Field,277,NA,US,El Dorado
KELM,medium_airport,Elmira Corning Regional Airport,954,NA,US,Elmira/Corning
KELO,medium_airport,Ely Municipal Airport,1456,NA,US,Ely
KELP,medium_airport,El Paso International Airport,3959,NA,US,El Paso
KELY,medium_airport,Ely Airport Yelland Field,6259,NA,US,Ely
KEND,large_airport,Vance Air Force Base,1307,NA,US,Enid
KENV,medium_airport,Wendover Airport,4237,NA,US,Wendover
KENW,medium_airport,Kenosha Regional Airport,742,NA,US,Kenosha
KERI,large_airport,Erie International Tom Ridge Field,732,NA,US,Erie
KESF,medium_airport,Esler Regional Airport,112,NA,US,Alexandria
KEUG,medium_airport,Mahlon Sweet Field,374,NA,US,Eugene
KEVV,medium_airport,Evansville Regional Airport,418,NA,US,Evansville
KEVW,medium_airport,Evanston-Uinta County Airport-Burns Field,7143,NA,US,Evanston
KEWB,medium_airport,New Bedford Regional Airport,80,NA,US,New Bedford
KEWN,medium_airport,Coastal Carolina Regional Airport,18,NA,US,New Bern
KEWR,large_airport,Newark Liberty International Airport,18,NA,US,Newark
KEYW,medium_airport,Key West International Airport,3,NA,US,Key West
KFAF,medium_airport,Felker Army Air Field,12,NA,US,Fort Eustis
KFAR,medium_airport,Hector International Airport,902,NA,US,Fargo
KFAT,medium_airport,Fresno Yosemite International Airport,336,NA,US,Fresno
KFAY,medium_airport,Fayetteville Regional Grannis Field,189,NA,US,Fayetteville
KFBG,medium_airport,Simmons Army Air Field,244,NA,US,Fort Bragg
KFCS,medium_airport,Butts AAF (Fort Carson) Air Field,5838,NA,US,Fort Carson
KFDY,medium_airport,Findlay Airport,813,NA,US,Findlay
KFFO,large_airport,Wright-Patterson Air Force Base,823,NA,US,Dayton
KFHU,medium_airport,Sierra Vista Municipal Airport / Libby Army Air Field,4719,NA,US,Fort Huachuca / Sierra Vista
KFKL,medium_airport,Venango Regional Airport,1540,NA,US,Franklin
KFLG,medium_airport,Flagstaff Pulliam Airport,7014,NA,US,Flagstaff
KFLL,large_airport,Fort Lauderdale Hollywood International Airport,9,NA,US,Fort Lauderdale
KFLO,medium_airport,Florence Regional Airport,146,NA,US,Florence
KFME,medium_airport,Tipton Airport,150,NA,US,Fort Meade(Odenton)
KFMN,medium_airport,Four Corners Regional Airport,5506,NA,US,Farmington
KFMY,medium_airport,Page Field,17,NA,US,Fort Myers
KFNT,medium_airport,Bishop International Airport,782,NA,US,Flint
